#contig,contig_reassign,bases_hap_dip,bases_low_high,bases_all,perc_low_coverage,perc_hap_coverage,perc_dip_coverage,perc_high_coverage
NW_020537758.1.TD_442,s,18171,1086,19257,5.640,94.360,0.000,0.000
NW_020539725.1.TD_480,s,16359,2884,19243,14.987,85.013,0.000,0.000
NW_020537324.1.TD_1271,s,16308,2930,19238,15.230,84.770,0.000,0.000
NW_020539726.1.TD_103,s,13240,6006,19246,31.206,68.794,0.000,0.000
NW_020539725.1.TD_766,s,17889,1353,19242,7.031,92.969,0.000,0.000
NW_020539165.1.TD_1,s,12395,6841,19236,35.564,64.436,0.000,0.000
NW_020537646.1.TD_775,s,16772,2464,19236,12.809,87.191,0.000,0.000
NW_020537766.1.TD_1,s,15340,3895,19235,20.250,79.750,0.000,0.000
NW_020536848.1.TD_1,s,13225,6010,19235,31.245,68.755,0.000,0.000
NW_020538040.1.TD_273,s,12235,6996,19231,36.379,63.621,0.000,0.000
NW_020539548.1.TD_1,s,17211,2016,19227,10.485,89.515,0.000,0.000
NW_020539726.1.TD_39,s,15862,3365,19227,17.501,82.499,0.000,0.000
NW_020539726.1.TD_155,s,19221,3,19224,0.016,99.984,0.000,0.000
NW_020537508.1.TD_1,s,15042,4178,19220,21.738,78.262,0.000,0.000
NW_020539677.1.TD_1,s,14309,4910,19219,25.548,74.452,0.000,0.000
NW_020536999.1.TD_1108,s,19221,0,19221,0.000,100.000,0.000,0.000
NW_020539725.1.TD_218,s,16711,2504,19215,13.031,86.969,0.000,0.000
NW_020537324.1.TD_370,s,19188,29,19217,0.151,99.849,0.000,0.000
NW_020537646.1.TD_1006,s,18172,1047,19219,5.448,94.552,0.000,0.000
NW_020539727.1.TD_131,s,16898,2315,19213,12.049,87.951,0.000,0.000
NW_020537324.1.TD_1320,s,17290,1916,19206,9.976,90.024,0.000,0.000
NW_020539501.1.TD_1,s,12333,6874,19207,35.789,64.211,0.000,0.000
NW_020539727.1.TD_376,s,6238,12968,19206,67.521,32.479,0.000,0.000
NW_020539727.1.TD_178,s,16501,2702,19203,14.071,85.929,0.000,0.000
NW_020539725.1.TD_1425,s,18973,231,19204,1.203,98.797,0.000,0.000
NW_020537324.1.TD_1086,s,10409,8796,19205,45.801,54.199,0.000,0.000
NW_020538040.1.TD_1060,s,16569,2634,19203,13.717,86.283,0.000,0.000
NW_020537646.1.TD_835,s,18389,811,19200,4.224,95.776,0.000,0.000
NW_020537102.1.TD_1,s,15544,3654,19198,19.033,80.967,0.000,0.000
NW_020537549.1.TD_1,s,18231,970,19201,5.052,59.882,35.066,0.000
NW_020536999.1.TD_171,s,14281,4914,19195,25.600,74.400,0.000,0.000
NW_020537758.1.TD_159,s,19193,0,19193,0.000,100.000,0.000,0.000
NW_020538984.1.TD_1,s,12479,6713,19192,34.978,65.022,0.000,0.000
NW_020539724.1.TD_153,s,17341,1850,19191,9.640,90.360,0.000,0.000
NW_020536999.1.TD_175,s,19191,0,19191,0.000,100.000,0.000,0.000
NW_020537324.1.TD_11,s,18019,1168,19187,6.087,93.913,0.000,0.000
NW_020539724.1.TD_164,s,15329,3857,19186,20.103,79.897,0.000,0.000
NW_020537758.1.TD_740,s,17095,2094,19189,10.913,89.087,0.000,0.000
NW_020536454.1.TD_1,s,16915,2269,19184,11.828,88.172,0.000,0.000
NW_020539725.1.TD_455,s,13957,5225,19182,27.239,72.761,0.000,0.000
NW_020537324.1.TD_317,s,8794,10387,19181,54.153,45.847,0.000,0.000
NW_020539726.1.TD_642,s,12576,6605,19181,34.435,65.565,0.000,0.000
NW_020537758.1.TD_381,s,14080,5100,19180,26.590,73.410,0.000,0.000
NW_020539725.1.TD_940,s,17116,2065,19181,10.766,89.234,0.000,0.000
NW_020539300.1.TD_1,s,19112,67,19179,0.349,99.651,0.000,0.000
NW_020538723.1.TD_1,s,16172,3007,19179,15.679,84.321,0.000,0.000
NW_020536999.1.TD_1216,s,15720,3457,19177,18.027,81.973,0.000,0.000
NW_020539727.1.TD_462,s,15978,3197,19175,16.673,83.327,0.000,0.000
NW_020536869.1.TD_1,s,16454,2721,19175,14.190,36.647,49.163,0.000
NW_020536999.1.TD_504,s,17563,1610,19173,8.397,91.603,0.000,0.000
NW_020539725.1.TD_755,s,19109,61,19170,0.318,99.682,0.000,0.000
NW_020539725.1.TD_76,s,19006,163,19169,0.850,99.150,0.000,0.000
NW_020537458.1.TD_1,s,13177,5991,19168,31.255,68.745,0.000,0.000
NW_020536999.1.TD_1436,s,18674,492,19166,2.567,97.433,0.000,0.000
NW_020539724.1.TD_166,s,19144,18,19162,0.094,99.906,0.000,0.000
NW_020539726.1.TD_706,s,19159,0,19159,0.000,100.000,0.000,0.000
NW_020538040.1.TD_2292,s,17950,1208,19158,6.305,93.695,0.000,0.000
NW_020537758.1.TD_367,s,11627,7527,19154,39.297,60.703,0.000,0.000
NW_020536999.1.TD_92,s,18266,888,19154,4.636,95.364,0.000,0.000
NW_020538040.1.TD_935,s,9863,9288,19151,48.499,51.501,0.000,0.000
NW_020537644.1.TD_1,s,11904,7249,19153,37.848,62.152,0.000,0.000
NW_020539726.1.TD_285,s,19145,3,19148,0.016,99.984,0.000,0.000
NW_020537646.1.TD_255,s,16263,2873,19136,15.014,84.986,0.000,0.000
NW_020539725.1.TD_881,s,18129,1019,19148,5.322,94.678,0.000,0.000
NW_020537758.1.TD_100,s,15470,3674,19144,19.191,80.809,0.000,0.000
NW_020536978.1.TD_1,s,15861,3283,19144,17.149,82.851,0.000,0.000
NW_020537324.1.TD_1635,s,18967,176,19143,0.919,99.081,0.000,0.000
NW_020537758.1.TD_478,s,18269,872,19141,4.556,95.444,0.000,0.000
NW_020537324.1.TD_800,s,16015,3107,19122,16.248,83.752,0.000,0.000
NW_020537324.1.TD_131,s,17841,1291,19132,6.748,93.252,0.000,0.000
NW_020537324.1.TD_598,s,17972,1159,19131,6.058,93.942,0.000,0.000
NW_020539342.1.TD_1,s,15306,3823,19129,19.985,80.015,0.000,0.000
NW_020536999.1.TD_868,s,16611,2510,19121,13.127,86.873,0.000,0.000
NW_020539725.1.TD_1289,s,16051,3071,19122,16.060,83.940,0.000,0.000
NW_020539724.1.TD_323,s,16032,3088,19120,16.151,83.849,0.000,0.000
NW_020537324.1.TD_23,s,13595,5522,19117,28.885,71.115,0.000,0.000
NW_020537646.1.TD_324,s,18642,479,19121,2.505,97.495,0.000,0.000
NW_020539726.1.TD_394,s,17644,1473,19117,7.705,92.295,0.000,0.000
NW_020539726.1.TD_595,s,19043,73,19116,0.382,99.618,0.000,0.000
NW_020538822.1.TD_1,s,15123,3992,19115,20.884,79.116,0.000,0.000
NW_020536999.1.TD_1705,s,16244,2870,19114,15.015,84.985,0.000,0.000
NW_020537758.1.TD_779,s,14720,4165,18885,22.055,77.945,0.000,0.000
NW_020538040.1.TD_1012,s,12326,6784,19110,35.500,64.500,0.000,0.000
NW_020538040.1.TD_985,s,12941,6171,19112,32.289,67.711,0.000,0.000
NW_020538040.1.TD_76,s,18126,983,19109,5.144,94.856,0.000,0.000
NW_020539718.1.TD_2,s,18325,785,19110,4.108,95.892,0.000,0.000
NW_020537207.1.TD_1,s,15709,3400,19109,17.793,82.207,0.000,0.000
NW_020536175.1.TD_1,s,19106,2,19108,0.010,99.990,0.000,0.000
NW_020538040.1.TD_607,s,17170,1932,19102,10.114,89.886,0.000,0.000
NW_020537544.1.TD_1,s,14074,5027,19101,26.318,73.682,0.000,0.000
NW_020536913.1.TD_1,s,15207,3890,19097,20.370,79.630,0.000,0.000
NW_020538040.1.TD_371,s,17481,1612,19093,8.443,91.557,0.000,0.000
NW_020539541.1.TD_1,s,9363,5614,14977,37.484,62.516,0.000,0.000
NW_020537758.1.TD_1185,s,11590,7503,19093,39.297,60.703,0.000,0.000
NW_020536448.1.TD_1,s,9806,9280,19086,48.622,51.378,0.000,0.000
NW_020537755.1.TD_1,s,19085,0,19085,0.000,100.000,0.000,0.000
NW_020537324.1.TD_155,s,17605,1480,19085,7.755,92.245,0.000,0.000
NW_020539726.1.TD_437,j,3630,15454,19084,80.979,19.021,0.000,0.000
NW_020537455.1.TD_1,s,12291,6793,19084,35.595,64.405,0.000,0.000
NW_020539725.1.TD_1236,s,19066,18,19084,0.094,99.906,0.000,0.000
NW_020537758.1.TD_672,s,16316,2767,19083,14.500,85.500,0.000,0.000
NW_020538040.1.TD_1960,s,17988,1089,19077,5.708,94.292,0.000,0.000
NW_020536350.1.TD_1,s,14580,4501,19081,23.589,76.411,0.000,0.000
NW_020538141.1.TD_1,s,18725,351,19076,1.840,98.160,0.000,0.000
NW_020538040.1.TD_798,s,6435,12640,19075,66.265,33.735,0.000,0.000
NW_020537758.1.TD_525,s,13655,5420,19075,28.414,71.586,0.000,0.000
NW_020539725.1.TD_30,s,14461,4608,19069,24.165,75.835,0.000,0.000
NW_020536165.1.TD_1,s,9745,9323,19068,48.893,51.107,0.000,0.000
NW_020536999.1.TD_1744,s,17150,1915,19065,10.045,89.955,0.000,0.000
NW_020537758.1.TD_624,s,14630,4435,19065,23.263,76.737,0.000,0.000
NW_020536564.1.TD_1,s,16252,2811,19063,14.746,85.254,0.000,0.000
NW_020539554.1.TD_1,s,17181,1491,18672,7.985,92.015,0.000,0.000
NW_020538342.1.TD_4,s,16661,2400,19061,12.591,87.409,0.000,0.000
NW_020537758.1.TD_231,j,2714,16347,19061,85.762,14.238,0.000,0.000
NW_020538898.1.TD_1,s,18120,938,19058,4.922,95.078,0.000,0.000
NW_020538040.1.TD_2150,s,14363,4696,19059,24.639,75.361,0.000,0.000
NW_020537758.1.TD_12,s,17701,1353,19054,7.101,92.899,0.000,0.000
NW_020537758.1.TD_75,s,17465,1585,19050,8.320,91.680,0.000,0.000
NW_020536655.1.TD_1,s,5784,13265,19049,69.636,30.364,0.000,0.000
NW_020537324.1.TD_1262,s,12142,6905,19047,36.252,63.748,0.000,0.000
NW_020539725.1.TD_915,s,17593,1452,19045,7.624,92.376,0.000,0.000
NW_020539690.1.TD_1,s,18779,262,19041,1.376,98.624,0.000,0.000
NW_020537176.1.TD_1,s,16807,2231,19038,11.719,88.281,0.000,0.000
NW_020539725.1.TD_1352,s,14030,5007,19037,26.301,73.699,0.000,0.000
NW_020537530.1.TD_1,s,19010,24,19034,0.126,99.874,0.000,0.000
NW_020537324.1.TD_49,s,19034,0,19034,0.000,100.000,0.000,0.000
NW_020538040.1.TD_426,s,15179,3858,19037,20.266,79.734,0.000,0.000
NW_020539727.1.TD_65,s,19022,12,19034,0.063,99.937,0.000,0.000
NW_020537948.1.TD_1,s,17981,1050,19031,5.517,94.483,0.000,0.000
NW_020537256.1.TD_1,s,15247,3783,19030,19.879,80.121,0.000,0.000
NW_020536557.1.TD_1,s,15927,3103,19030,16.306,83.694,0.000,0.000
NW_020537324.1.TD_807,s,16134,2895,19029,15.214,84.786,0.000,0.000
NW_020537476.1.TD_1,s,18539,490,19029,2.575,97.425,0.000,0.000
NW_020537324.1.TD_992,s,13573,5456,19029,28.672,71.328,0.000,0.000
NW_020538040.1.TD_1068,s,13279,5748,19027,30.210,69.790,0.000,0.000
NW_020539726.1.TD_425,s,15877,3149,19026,16.551,83.449,0.000,0.000
NW_020536999.1.TD_1421,s,14755,4268,19023,22.436,77.564,0.000,0.000
NW_020537324.1.TD_1378,s,19023,0,19023,0.000,100.000,0.000,0.000
NW_020536999.1.TD_964,s,19023,0,19023,0.000,100.000,0.000,0.000
NW_020537646.1.TD_497,s,16702,2312,19014,12.159,87.841,0.000,0.000
NW_020538040.1.TD_1750,s,16990,2026,19016,10.654,89.346,0.000,0.000
NW_020538515.1.TD_1,s,15369,3645,19014,19.170,80.830,0.000,0.000
NW_020537090.1.TD_1,s,19012,2,19014,0.011,99.989,0.000,0.000
NW_020537324.1.TD_691,s,9621,9392,19013,49.398,50.602,0.000,0.000
NW_020536999.1.TD_1309,s,16332,2680,19012,14.096,85.904,0.000,0.000
NW_020539727.1.TD_504,s,15041,3969,19010,20.878,79.122,0.000,0.000
NW_020537595.1.TD_1,s,4850,14158,19008,74.484,25.516,0.000,0.000
NW_020539724.1.TD_149,s,16274,2733,19007,14.379,85.621,0.000,0.000
NW_020537332.1.TD_1,s,12845,6158,19003,32.405,67.595,0.000,0.000
NW_020536999.1.TD_1962,s,10306,8697,19003,45.766,54.234,0.000,0.000
NW_020538040.1.TD_2461,s,14451,3791,18242,20.782,79.218,0.000,0.000
NW_020537324.1.TD_1305,s,17359,1641,19000,8.637,91.363,0.000,0.000
NW_020539724.1.TD_295,s,18998,0,18998,0.000,100.000,0.000,0.000
NW_020539725.1.TD_163,s,15968,3032,19000,15.958,84.042,0.000,0.000
NW_020539020.1.TD_1,s,8973,10021,18994,52.759,47.241,0.000,0.000
NW_020537841.1.TD_3,s,16998,1999,18997,10.523,89.477,0.000,0.000
NW_020537776.1.TD_1,j,935,18059,18994,95.077,4.923,0.000,0.000
NW_020537324.1.TD_599,s,12930,6064,18994,31.926,68.074,0.000,0.000
NW_020539724.1.TD_352,s,15190,3801,18991,20.015,79.985,0.000,0.000
NW_020537945.1.TD_1,s,13153,5838,18991,30.741,69.259,0.000,0.000
NW_020537758.1.TD_569,s,15458,3528,18986,18.582,81.418,0.000,0.000
NW_020539724.1.TD_209,s,14122,4867,18989,25.631,74.369,0.000,0.000
NW_020539726.1.TD_160,s,18985,0,18985,0.000,100.000,0.000,0.000
NW_020537324.1.TD_268,s,18985,0,18985,0.000,100.000,0.000,0.000
NW_020537351.1.TD_1,s,16697,2291,18988,12.066,87.934,0.000,0.000
NW_020539726.1.TD_475,s,18202,780,18982,4.109,95.891,0.000,0.000
NW_020538246.1.TD_1,s,18984,0,18984,0.000,100.000,0.000,0.000
NW_020537324.1.TD_594,s,16632,2349,18981,12.376,87.624,0.000,0.000
NW_020537646.1.TD_748,s,18983,2,18985,0.011,99.989,0.000,0.000
NW_020538040.1.TD_1899,s,17360,1622,18982,8.545,91.455,0.000,0.000
NW_020537646.1.TD_743,s,16418,2561,18979,13.494,86.506,0.000,0.000
NW_020536999.1.TD_1091,s,18971,7,18978,0.037,99.963,0.000,0.000
NW_020539606.1.TD_1,s,17618,1362,18980,7.176,92.824,0.000,0.000
NW_020537540.1.TD_1,s,5027,13950,18977,73.510,26.490,0.000,0.000
NW_020537324.1.TD_571,s,18475,498,18973,2.625,97.375,0.000,0.000
NW_020537324.1.TD_1168,s,17836,1135,18971,5.983,94.017,0.000,0.000
NW_020538040.1.TD_2441,s,15903,3069,18972,16.176,83.824,0.000,0.000
NW_020536999.1.TD_1388,s,18286,683,18969,3.601,96.399,0.000,0.000
NW_020538490.1.TD_1,s,16561,2401,18962,12.662,87.338,0.000,0.000
NW_020538040.1.TD_1824,s,14770,4196,18966,22.124,77.876,0.000,0.000
NW_020537758.1.TD_721,s,18190,775,18965,4.086,95.914,0.000,0.000
NW_020537255.1.TD_1,s,14464,4497,18961,23.717,76.283,0.000,0.000
NW_020539066.1.TD_1,s,11806,3176,14982,21.199,78.801,0.000,0.000
NW_020536603.1.TD_1,s,15049,3913,18962,20.636,79.364,0.000,0.000
NW_020538040.1.TD_2673,s,18945,13,18958,0.069,99.931,0.000,0.000
NW_020539725.1.TD_315,s,9944,9012,18956,47.542,52.458,0.000,0.000
NW_020539725.1.TD_1128,s,14257,4699,18956,24.789,75.211,0.000,0.000
NW_020536999.1.TD_196,s,16459,2494,18953,13.159,86.841,0.000,0.000
NW_020538040.1.TD_2671,s,18464,489,18953,2.580,97.420,0.000,0.000
NW_020539726.1.TD_73,s,17404,1550,18954,8.178,91.822,0.000,0.000
NW_020539769.1.TD_1,s,16361,2591,18952,13.671,86.329,0.000,0.000
NW_020539727.1.TD_384,s,18949,0,18949,0.000,100.000,0.000,0.000
NW_020538040.1.TD_812,s,14590,4361,18951,23.012,76.988,0.000,0.000
NW_020538040.1.TD_2512,s,15000,3949,18949,20.840,79.160,0.000,0.000
NW_020537324.1.TD_321,s,13477,5470,18947,28.870,71.130,0.000,0.000
NW_020536257.1.TD_1,s,18946,1,18947,0.005,99.995,0.000,0.000
NW_020538026.1.TD_1,s,15292,3653,18945,19.282,80.718,0.000,0.000
NW_020536427.1.TD_2,s,16540,2404,18944,12.690,87.310,0.000,0.000
NW_020536262.1.TD_1,s,12193,6751,18944,35.637,64.363,0.000,0.000
NW_020536999.1.TD_32,s,14147,4797,18944,25.322,74.678,0.000,0.000
NW_020539076.1.TD_1,s,18544,399,18943,2.106,81.502,16.391,0.000
NW_020536999.1.TD_1187,s,8621,10319,18940,54.483,45.517,0.000,0.000
NW_020536999.1.TD_1285,s,13919,5019,18938,26.502,73.498,0.000,0.000
NW_020538040.1.TD_684,s,11166,7766,18932,41.020,58.980,0.000,0.000
NW_020539727.1.TD_479,s,10682,8249,18931,43.574,56.426,0.000,0.000
NW_020537646.1.TD_271,s,17551,1378,18929,7.280,92.720,0.000,0.000
NW_020536976.1.TD_1,s,18029,899,18928,4.750,95.250,0.000,0.000
NW_020537646.1.TD_80,s,16025,2899,18924,15.319,84.681,0.000,0.000
NW_020536999.1.TD_1968,s,18729,194,18923,1.025,98.975,0.000,0.000
NW_020537758.1.TD_620,s,16840,2081,18921,10.998,89.002,0.000,0.000
NW_020538572.1.TD_1,s,16945,1975,18920,10.439,89.561,0.000,0.000
NW_020539725.1.TD_1245,s,18806,114,18920,0.603,99.397,0.000,0.000
NW_020539550.1.TD_1,s,17399,1513,18912,8.000,92.000,0.000,0.000
NW_020538040.1.TD_1045,s,17327,1592,18919,8.415,91.585,0.000,0.000
NW_020538040.1.TD_1474,s,17500,1409,18909,7.451,92.549,0.000,0.000
NW_020539372.1.TD_1,s,11463,7443,18906,39.368,60.632,0.000,0.000
NW_020537758.1.TD_41,s,15418,3488,18906,18.449,81.551,0.000,0.000
NW_020538494.1.TD_1,s,15865,3037,18902,16.067,83.933,0.000,0.000
NW_020537646.1.TD_378,s,6439,12487,18926,0.000,20.057,13.965,65.978
NW_020539614.1.TD_1,s,9222,9679,18901,51.209,48.791,0.000,0.000
NW_020537324.1.TD_361,s,18893,0,18893,0.000,100.000,0.000,0.000
NW_020539725.1.TD_920,s,17901,994,18895,5.261,94.739,0.000,0.000
NW_020539724.1.TD_408,s,5370,13520,18890,71.572,28.428,0.000,0.000
NW_020537758.1.TD_38,s,18888,0,18888,0.000,100.000,0.000,0.000
NW_020536403.1.TD_1,s,12680,6207,18887,32.864,67.136,0.000,0.000
NW_020539116.1.TD_1,s,10179,8707,18886,46.103,53.897,0.000,0.000
NW_020536190.1.TD_1,s,10533,8351,18884,44.223,55.777,0.000,0.000
NW_020537646.1.TD_938,s,15439,3447,18886,18.252,81.748,0.000,0.000
NW_020536857.1.TD_1,s,14673,4211,18884,22.299,77.701,0.000,0.000
NW_020537594.1.TD_2,s,18881,0,18881,0.000,100.000,0.000,0.000
NW_020536999.1.TD_555,s,18605,277,18882,1.467,98.533,0.000,0.000
NW_020537758.1.TD_70,s,17529,1348,18877,7.141,92.859,0.000,0.000
NW_020537324.1.TD_1009,s,17921,950,18871,5.034,94.966,0.000,0.000
NW_020539218.1.TD_1,s,12379,6492,18871,34.402,65.598,0.000,0.000
NW_020538040.1.TD_2564,s,14493,4376,18869,23.191,76.809,0.000,0.000
NW_020537324.1.TD_1722,s,18764,110,18874,0.583,99.417,0.000,0.000
NW_020537762.1.TD_1,s,14373,4489,18862,23.799,76.201,0.000,0.000
NW_020537293.1.TD_1,s,18862,0,18862,0.000,100.000,0.000,0.000
NW_020536999.1.TD_1154,s,14660,4199,18859,22.265,77.735,0.000,0.000
NW_020539727.1.TD_557,s,16590,2270,18860,12.036,87.964,0.000,0.000
NW_020537324.1.TD_1256,s,16706,2154,18860,11.421,88.579,0.000,0.000
NW_020536838.1.TD_1,s,18098,760,18858,4.030,95.970,0.000,0.000
NW_020538040.1.TD_1363,s,18090,768,18858,4.073,95.927,0.000,0.000
NW_020539724.1.TD_158,s,14075,4782,18857,25.359,74.641,0.000,0.000
NW_020536975.1.TD_1,s,14024,4830,18854,25.618,74.382,0.000,0.000
NW_020539726.1.TD_578,s,17674,1177,18851,6.244,93.756,0.000,0.000
NW_020538040.1.TD_2641,s,17675,1175,18850,6.233,93.767,0.000,0.000
NW_020538040.1.TD_2602,s,14755,4095,18850,21.724,78.276,0.000,0.000
NW_020536999.1.TD_627,s,18232,616,18848,3.268,96.732,0.000,0.000
NW_020537233.1.TD_1,s,17383,1464,18847,7.768,92.232,0.000,0.000
NW_020539726.1.TD_587,s,16036,2810,18846,14.910,85.090,0.000,0.000
NW_020538142.1.TD_1,s,18241,600,18841,3.185,96.815,0.000,0.000
NW_020539415.1.TD_1,s,18366,475,18841,2.521,97.479,0.000,0.000
NW_020536999.1.TD_1723,s,18839,0,18839,0.000,100.000,0.000,0.000
NW_020537646.1.TD_148,s,18640,201,18841,1.067,98.933,0.000,0.000
NW_020537324.1.TD_1038,s,12730,6109,18839,32.427,67.573,0.000,0.000
NW_020538040.1.TD_2357,s,14683,4148,18831,22.028,77.972,0.000,0.000
NW_020538893.1.TD_1,s,15982,2856,18838,15.161,84.839,0.000,0.000
NW_020537646.1.TD_864,s,11712,7117,18829,37.798,62.202,0.000,0.000
NW_020536999.1.TD_1393,s,14565,4264,18829,22.646,77.354,0.000,0.000
NW_020537324.1.TD_1152,s,18812,11,18823,0.058,99.942,0.000,0.000
NW_020539726.1.TD_75,s,9856,8967,18823,47.639,52.361,0.000,0.000
NW_020537350.1.TD_1,s,18829,0,18829,0.000,38.048,61.952,0.000
NW_020537918.1.TD_2,s,18397,425,18822,2.258,97.742,0.000,0.000
NW_020536374.1.TD_1,s,18283,536,18819,2.848,97.152,0.000,0.000
NW_020538040.1.TD_1775,s,17937,881,18818,4.682,95.318,0.000,0.000
NW_020539726.1.TD_757,s,18429,387,18816,2.057,97.943,0.000,0.000
NW_020536999.1.TD_414,s,18814,1,18815,0.005,99.995,0.000,0.000
NW_020539724.1.TD_100,s,16736,2078,18814,11.045,88.955,0.000,0.000
NW_020536999.1.TD_1792,s,15593,3218,18811,17.107,82.893,0.000,0.000
NW_020536868.1.TD_1,s,14762,4048,18810,21.520,78.480,0.000,0.000
NW_020536999.1.TD_8,s,17724,1089,18813,5.789,94.211,0.000,0.000
NW_020539726.1.TD_297,s,12817,5988,18805,31.843,68.157,0.000,0.000
NW_020538946.1.TD_1,s,14899,3904,18803,20.763,79.237,0.000,0.000
NW_020539726.1.TD_78,s,15913,2889,18802,15.365,84.635,0.000,0.000
NW_020538732.1.TD_1,s,11399,7403,18802,39.373,60.627,0.000,0.000
NW_020537580.1.TD_1,s,8748,10054,18802,53.473,46.527,0.000,0.000
NW_020536999.1.TD_649,s,10977,7824,18801,41.615,58.385,0.000,0.000
NW_020539727.1.TD_29,s,5794,13006,18800,69.181,30.819,0.000,0.000
NW_020538040.1.TD_2025,s,16566,2232,18798,11.874,88.126,0.000,0.000
NW_020538040.1.TD_2223,s,16016,2597,18613,13.953,86.047,0.000,0.000
NW_020538944.1.TD_1,s,16400,2012,18412,10.928,89.072,0.000,0.000
NW_020537646.1.TD_72,s,18111,687,18798,3.655,96.345,0.000,0.000
NW_020539727.1.TD_233,s,12309,6486,18795,34.509,65.491,0.000,0.000
NW_020539726.1.TD_585,s,15513,3268,18781,17.401,82.599,0.000,0.000
NW_020537355.1.TD_1,s,16970,1816,18786,9.667,88.513,1.821,0.000
NW_020539726.1.TD_294,s,13200,5580,18780,29.712,70.288,0.000,0.000
NW_020539724.1.TD_372,s,15994,2786,18780,14.835,85.165,0.000,0.000
NW_020538050.1.TD_1,s,15976,2802,18778,14.922,85.078,0.000,0.000
NW_020539784.1.TD_1,s,12968,5809,18777,30.937,69.063,0.000,0.000
NW_020536999.1.TD_1970,s,17432,1347,18779,7.173,92.827,0.000,0.000
NW_020539727.1.TD_93,s,15630,3146,18776,16.755,83.245,0.000,0.000
NW_020538055.1.TD_1,s,12777,5999,18776,31.950,68.050,0.000,0.000
NW_020537758.1.TD_1071,j,1763,17011,18774,90.609,9.391,0.000,0.000
NW_020539726.1.TD_780,s,15691,3082,18773,16.417,83.583,0.000,0.000
NW_020536999.1.TD_470,s,16242,2529,18771,13.473,86.527,0.000,0.000
NW_020538040.1.TD_1461,s,12993,5776,18769,30.774,69.226,0.000,0.000
NW_020536999.1.TD_268,s,18570,196,18766,1.044,98.956,0.000,0.000
NW_020537419.1.TD_1,s,16689,2080,18769,11.082,47.413,41.505,0.000
NW_020539727.1.TD_53,s,16415,2350,18765,12.523,87.477,0.000,0.000
NW_020538040.1.TD_493,s,16078,2686,18764,14.315,85.685,0.000,0.000
NW_020539725.1.TD_1136,s,17651,1113,18764,5.932,94.068,0.000,0.000
NW_020537324.1.TD_4,s,18765,0,18765,0.000,100.000,0.000,0.000
NW_020538175.1.TD_1,s,15554,3209,18763,17.103,82.897,0.000,0.000
NW_020537758.1.TD_991,s,15028,3734,18762,19.902,80.098,0.000,0.000
NW_020538064.1.TD_1,s,17972,789,18761,4.206,95.794,0.000,0.000
NW_020536999.1.TD_654,s,9494,9264,18758,49.387,50.613,0.000,0.000
NW_020537324.1.TD_600,s,17940,818,18758,4.361,95.639,0.000,0.000
NW_020536528.1.TD_4,s,12211,6545,18756,34.896,65.104,0.000,0.000
NW_020537758.1.TD_292,s,18756,0,18756,0.000,100.000,0.000,0.000
NW_020536999.1.TD_378,s,18755,0,18755,0.000,100.000,0.000,0.000
NW_020538801.1.TD_1,s,12582,6173,18755,32.914,67.086,0.000,0.000
NW_020537830.1.TD_1,s,11932,6822,18754,36.376,63.624,0.000,0.000
NW_020536999.1.TD_1299,s,18725,27,18752,0.144,99.856,0.000,0.000
NW_020538904.1.TD_1,s,18749,0,18749,0.000,100.000,0.000,0.000
NW_020538958.1.TD_2,s,15135,3610,18745,19.258,80.742,0.000,0.000
NW_020537324.1.TD_1620,s,13340,5404,18744,28.831,71.169,0.000,0.000
NW_020538040.1.TD_1439,s,15788,2952,18740,15.752,84.248,0.000,0.000
NW_020538040.1.TD_2406,s,4171,14569,18740,77.743,22.257,0.000,0.000
NW_020539566.1.TD_1,s,8548,10192,18740,54.386,45.614,0.000,0.000
NW_020539726.1.TD_281,s,8169,10570,18739,56.406,43.594,0.000,0.000
NW_020538711.1.TD_1,s,18309,424,18733,2.263,97.737,0.000,0.000
NW_020538040.1.TD_877,s,16324,2413,18737,12.878,87.122,0.000,0.000
NW_020538040.1.TD_722,s,14443,4287,18730,22.888,77.112,0.000,0.000
NW_020536773.1.TD_1,j,2460,16268,18728,86.865,13.135,0.000,0.000
NW_020537646.1.TD_783,s,17074,1657,18731,8.846,91.154,0.000,0.000
NW_020537940.1.TD_8,s,16864,1864,18728,9.953,90.047,0.000,0.000
NW_020539447.1.TD_1,s,16887,1839,18726,9.821,90.179,0.000,0.000
NW_020537324.1.TD_450,s,17965,759,18724,4.054,95.946,0.000,0.000
NW_020539725.1.TD_365,s,11919,6805,18724,36.344,63.656,0.000,0.000
NW_020539861.1.TD_1,s,12367,6355,18722,33.944,66.056,0.000,0.000
NW_020539638.1.TD_1,s,7986,7520,15506,48.497,51.503,0.000,0.000
NW_020539724.1.TD_501,s,18720,1,18721,0.005,99.995,0.000,0.000
NW_020536999.1.TD_1143,s,13303,5415,18718,28.929,71.071,0.000,0.000
NW_020537324.1.TD_1532,s,10937,7780,18717,41.566,58.434,0.000,0.000
NW_020536999.1.TD_113,s,12804,5913,18717,31.592,68.408,0.000,0.000
NW_020537646.1.TD_375,s,18716,0,18716,0.000,100.000,0.000,0.000
NW_020538040.1.TD_2137,s,16108,2602,18710,13.907,86.093,0.000,0.000
NW_020536999.1.TD_155,s,10970,7737,18707,41.359,58.641,0.000,0.000
NW_020538872.1.TD_1,s,13269,5434,18703,29.054,70.946,0.000,0.000
